key,variant,max_chars,instruction,en,nl,af,sq,am,ar,hy,as,az,eu,bn,my,bs,bg,ca,zh,da,de,et,fo,fi,fr,gl,ka,el,gu,he,hi,hu,ga,is,id,it,ja,kn,kk,km,ko,hr,lo,lv,lt,mk,ms,ml,mr,mn,ne,no,uk,or,ug,uz,fa,pl,pt,pa,ro,ru,sr,si,sk,sl,es,sw,ta,te,th,bo,cs,tr,ur,vi,cy,be,zu,sv
game.answer.wrong,,10,"VoiceOver value spoken for an answer bubble that holds a wrong answer. Pairs with game.answer.correct. One word. LENGTH: English 5 characters, Dutch 4. Aim for 10 or fewer.",wrong,fout,verkeerd,gabim,ስህተት,خطأ,սխալ,ভুল,səhv,okerra,ভুল,မှား,pogrešno,грешно,incorrecte,错误,forkert,falsch,vale,skeivt,väärin,faux,incorrecta,არასწორი,λάθος,ખોટું,שגוי,गलत,hibás,mícheart,rangt,salah,sbagliata,不正解,ತಪ್ಪು,қате,ខុស,오답,netočno,ຜິດ,nepareizi,neteisingas,неточно,salah,തെറ്റ്,चूक,буруу,गलत,feil,хибно,ଭୁଲ,خاتا,noto‘g‘ri,غلط,błędna,errada,ਗਲਤ,greșit,неверно,pogrešno,වැරදි,nesprávne,napačno,incorrecta,kosa,தவறு,తప్పు,ผิด,ནོར,špatně,yanlış,غلط,sai,anghywir,няправільна,akulungile,fel
game.bubblesCollected %lld,plural.one,30,"VoiceOver label for the running bubble total, on the home screen header and the in-game counter. Bubbles are the game's collectible; the total only ever grows. PLURAL: this row is the singular form. Fill in only the categories your language actually uses, and add a row for any it needs that is not listed (copy the row, change 'plural.one' to e.g. 'plural.few'). Leave the rest empty. PLACEHOLDERS: keep %lld exactly as written — they are replaced with live values. You may put them anywhere in the sentence; to reorder them use %1$, %2$ and so on. LENGTH: English 21 characters, Dutch 21. Aim for 30 or fewer.",%lld bubble collected,%lld bubbel verzameld,%lld borrel versamel,%lld flluskë e mbledhur,%lld አረፋ ተሰብስቧል,تم جمع %lld فقاعة,%lld պղպջակ հավաքված է,%lld বুদবুদ গোটোৱা,%lld baloncuk toplandı,%lld burbuila bilduta,%lldটি বাবল সংগ্রহ,%lld ပူဖောင်း စုထားသည်,Skupljen %lld mjehurić,%lld балон събран,%lld bombolla recollida,已收集 %lld 个泡泡,%lld boble samlet,%lld Blase gesammelt,%lld mull kogutud,%lld bløðra savnað,%lld kupla kerätty,%lld bulle ramassée,%lld burbulla recollida,%lld ბუშტი შეგროვებულია,Μάζεψες %lld φούσκα,%lld બબલ ભેગો થયો,%lld בועה נאספה,%lld बुलबुला इकट्ठा हुआ,%lld buborék összegyűjtve,%lld mboilgeog bailithe,%lld bóla safnað,%lld gelembung terkumpul,%lld bolla raccolta,%lldこのバブルを集めた,%lld ಬಬಲ್ ಸಂಗ್ರಹಿಸಿದೆ,%lld көпіршік жиналды,ប្រមូលបានពពុះ %lld,버블 %lld개 모음,Skupljen %lld mjehurić,ເກັບຟອງໄດ້ %lld,%lld burbulis savākts,Surinktas %lld burbulas,%lld меурче собрано,%lld gelembung dikumpul,%lld ബബിൾ ശേഖരിച്ചു,%lld बुडबुडा गोळा केला,%lld бөмбөлөг цуглуулсан,%lld बबल जम्मा,%lld boble samlet,%lld бульбашку зібрано,%lld ବବଲ୍ ସଂଗ୍ରହ,%lld كۆپۈك توپلاندى,%lld pufakcha yig‘ildi,%lld حباب جمع شد,%lld bąbelek zebrany,%lld bolha apanhada,%lld ਬੁਲਬੁਲਾ ਇਕੱਠਾ ਕੀਤਾ,%lld bulă strânsă,%lld пузырь собран,Sakupljen %lld mehurić,%lld බුබුලක් එකතු කරලා,%lld bublina nazbieraná,%lld zbran mehurček,%lld burbuja conseguida,Kiputo %lld kimekusanywa,%lld குமிழி சேகரிக்கப்பட்டது,%lld బబుల్ సేకరించావు,เก็บฟองสบู่แล้ว %lld ฟอง,ལྦུ་བ %lld བསྡུས,Nasbírána %lld bublina,%lld baloncuk toplandı,%lld ببل جمع ہوا,Đã nhặt %lld bong bóng,%lld swigen wedi’i chasglu,Сабрана %lld бурбалка,Kuqoqwe ibhamuza elingu-%lld,%lld bubbla samlad
game.bubblesCollected %lld,plural.other,30,"VoiceOver label for the running bubble total, on the home screen header and the in-game counter. Bubbles are the game's collectible; the total only ever grows. PLURAL: this row is the general form, used for every count without its own rule. Fill in only the categories your language actually uses, and add a row for any it needs that is not listed (copy the row, change 'plural.other' to e.g. 'plural.few'). Leave the rest empty. PLACEHOLDERS: keep %lld exactly as written — they are replaced with live values. You may put them anywhere in the sentence; to reorder them use %1$, %2$ and so on. LENGTH: English 22 characters, Dutch 22. Aim for 30 or fewer.",%lld bubbles collected,%lld bubbels verzameld,%lld borrel versamel,%lld flluskë e mbledhur,%lld አረፋ ተሰብስቧል,تم جمع %lld فقاعة,%lld պղպջակ հավաքված է,%lld বুদবুদ গোটোৱা,%lld baloncuk toplandı,%lld burbuila bilduta,%lldটি বাবল সংগ্রহ,%lld ပူဖောင်း စုထားသည်,Skupljen %lld mjehurić,%lld балон събран,%lld bombolla recollida,已收集 %lld 个泡泡,%lld boble samlet,%lld Blase gesammelt,%lld mull kogutud,%lld bløðra savnað,%lld kupla kerätty,%lld bulle ramassée,%lld burbulla recollida,%lld ბუშტი შეგროვებულია,Μάζεψες %lld φούσκα,%lld બબલ ભેગો થયો,%lld בועה נאספה,%lld बुलबुला इकट्ठा हुआ,%lld buborék összegyűjtve,%lld mboilgeog bailithe,%lld bóla safnað,%lld gelembung terkumpul,%lld bolla raccolta,%lldこのバブルを集めた,%lld ಬಬಲ್ ಸಂಗ್ರಹಿಸಿದೆ,%lld көпіршік жиналды,ប្រមូលបានពពុះ %lld,버블 %lld개 모음,Skupljen %lld mjehurić,ເກັບຟອງໄດ້ %lld,%lld burbulis savākts,Surinktas %lld burbulas,%lld меурче собрано,%lld gelembung dikumpul,%lld ബബിൾ ശേഖരിച്ചു,%lld बुडबुडा गोळा केला,%lld бөмбөлөг цуглуулсан,%lld बबल जम्मा,%lld boble samlet,%lld бульбашку зібрано,%lld ବବଲ୍ ସଂଗ୍ରହ,%lld كۆپۈك توپلاندى,%lld pufakcha yig‘ildi,%lld حباب جمع شد,%lld bąbelek zebrany,%lld bolha apanhada,%lld ਬੁਲਬੁਲਾ ਇਕੱਠਾ ਕੀਤਾ,%lld bulă strânsă,%lld пузырь собран,Sakupljen %lld mehurić,%lld බුබුලක් එකතු කරලා,%lld bublina nazbieraná,%lld zbran mehurček,%lld burbuja conseguida,Kiputo %lld kimekusanywa,%lld குமிழி சேகரிக்கப்பட்டது,%lld బబుల్ సేకరించావు,เก็บฟองสบู่แล้ว %lld ฟอง,ལྦུ་བ %lld བསྡུས,Nasbírána %lld bublina,%lld baloncuk toplandı,%lld ببل جمع ہوا,Đã nhặt %lld bong bóng,%lld swigen wedi’i chasglu,Сабрана %lld бурбалка,Kuqoqwe ibhamuza elingu-%lld,%lld bubbla samlad
game.encouragement.0,,20,"Encouragement on the result screen, picked by how well the player did. This is the lowest band (a weak score) — kind, never disappointed. Fits on one short line. LENGTH: English 8 characters, Dutch 15. Aim for 20 or fewer.",Good try,Goed geprobeerd,Mooi probeer,Përpjekje e mirë,ጥሩ ሙከራ,محاولة جيدة,Լավ փորձ էր,ভাল চেষ্টা,Yaxşı cəhd,Saiakera ona,ভালো চেষ্টা,ကြိုးစားတာ ကောင်းတယ်,Dobar pokušaj,Добър опит,Bon intent,不错的尝试,Godt forsøgt,Guter Versuch,Tubli katse,Gott roynt,Hyvä yritys,Bien essayé,Bo intento,კარგი ცდაა,Καλή προσπάθεια,સારો પ્રયાસ,ניסיון יפה,अच्छी कोशिश,Szép próbálkozás,Iarracht mhaith,Góð tilraun,Usaha bagus,Bel tentativo,よくがんばったね,ಒಳ್ಳೆಯ ಪ್ರಯತ್ನ,Жақсы талпыныс,ព្យាយាមបានល្អ,잘했어요,Dobar pokušaj,ລອງໄດ້ດີ,Labs mēģinājums,Geras bandymas,Добар обид,Cubaan bagus,നല്ല ശ്രമം,छान प्रयत्न,Сайн оролдлоо,राम्रो प्रयास,Godt forsøk,Гарна спроба,ଭଲ ଚେଷ୍ଟା,ياخشى سىناق,Yaxshi urinish,تلاش خوبی بود,Dobra próba,Boa tentativa,ਵਧੀਆ ਕੋਸ਼ਿਸ਼,Bună încercare,Хорошая попытка,Dobar pokušaj,හොඳ උත්සාහයක්,Dobrý pokus,Dober poskus,Buen intento,Umejaribu vizuri,நல்ல முயற்சி,మంచి ప్రయత్నం,พยายามได้ดี,ཚོད་ལྟ་ཡག་པོ།,Dobrý pokus,Güzel deneme,اچھی کوشش,Cố gắng tốt,Cais da,Добрая спроба,Uzamile kahle,Bra försök
game.encouragement.1,,20,"Encouragement on the result screen, band 2 of 10 (weak score). Kind and forward-looking. One short line. LENGTH: English 12 characters, Dutch 15. Aim for 20 or fewer.",It's a start,Het begin is er,Dis ’n begin,Është një fillim,ጥሩ ጅምር,بداية موفقة,Սա սկիզբն է,আৰম্ভণি হৈছে,Başlanğıcdır,Hasiera bat da,শুরু তো হলো,စတင်နိုင်ပြီ,To je početak,Добро начало,És un començament,这是个好开始,Det er en start,Ein guter Anfang,Algus on tehtud,Ein góð byrjan,Hyvä alku,C’est un début,É un comezo,დასაწყისი კარგია,Μια καλή αρχή,શરૂઆત તો થઈ,זו התחלה,अच्छी शुरुआत,Ez már valami,Sin tús maith,Þetta er byrjun,Awal yang bagus,È un buon inizio,いいスタート,ಇದು ಒಳ್ಳೆಯ ಆರಂಭ,Басы жаман емес,ជាការចាប់ផ្តើម,좋은 시작이에요,To je početak,ເລີ່ມໄດ້ດີ,Labs sākums,Tai jau pradžia,Добар почеток,Baru bermula,നല്ല തുടക്കം,चांगली सुरुवात,Сайхан эхлэл,सुरु त भयो,En god start,Це вже початок,ଭଲ ଆରମ୍ଭ,باشلىنىشى ياخشى,Boshlanishi yaxshi,شروع خوبی است,Dobry początek,É um começo,ਸ਼ੁਰੂਆਤ ਹੋ ਗਈ,E un început,Начало положено,Dobar početak,හොඳ ආරම්භයක්,To je začiatok,Dober začetek,Es un comienzo,Mwanzo mzuri,நல்ல தொடக்கம்,మంచి మొదలు,เริ่มต้นได้ดี,འགོ་ཚུགས་སོང་།,Dobrý začátek,İyi bir başlangıç,اچھی شروعات,Khởi đầu tốt,Mae'n ddechrau,Добры пачатак,Yisiqalo,En bra början
game.encouragement.2,,20,"Encouragement on the result screen, band 3 of 10 (below average). One short line. LENGTH: English 15 characters, Dutch 13. Aim for 20 or fewer.",Keep practicing,Blijf oefenen,Hou aan oefen,Vazhdo të ushtrohesh,ልምምድህን ቀጥል,واصل التمرّن,Շարունակի՛ր փորձել,অভ্যাস কৰি থাকা,Məşqə davam et,Jarraitu praktikatzen,অনুশীলন চালিয়ে যাও,ဆက်လေ့ကျင့်ပါ,Nastavi vježbati,Продължавай да упражняваш,Continua practicant,继续练习,Bliv ved med at øve,Üb weiter,Harjuta edasi,Halt fram at venja,Jatka harjoittelua,Continue à t’entraîner,Segue practicando,განაგრძე ვარჯიში,Συνέχισε την εξάσκηση,અભ્યાસ ચાલુ રાખો,המשיכו להתאמן,अभ्यास करते रहो,Gyakorolj tovább,Lean ort ag cleachtadh,Haltu áfram að æfa,Terus berlatih,Continua ad allenarti,れんしゅうをつづけよう,ಅಭ್ಯಾಸ ಮುಂದುವರಿಸು,Жаттыға бер,បន្តហាត់ទៀត,계속 연습해요,Nastavi vježbati,ຝຶກຕໍ່ໄປ,Turpini trenēties,Mokykis toliau,Продолжи да вежбаш,Terus berlatih,പരിശീലിച്ചുകൊണ്ടിരിക്കുക,सराव करत राहा,Дахин давтаарай,अभ्यास गरिराख,Fortsett å øve,Тренуйся далі,ଅଭ୍ୟାସ ଜାରି ରଖ,داۋاملىق مەشىق قىل,Mashq qilishda davom et,به تمرین ادامه بده,Ćwicz dalej,Continua a praticar,ਅਭਿਆਸ ਕਰਦੇ ਰਹੋ,Continuă să exersezi,Продолжай тренироваться,Nastavi da vežbaš,දිගටම පුහුණු වන්න,Trénuj ďalej,Vadi še naprej,Sigue practicando,Endelea kufanya mazoezi,தொடர்ந்து பயிற்சி செய்,సాధన చేస్తూ ఉండు,ฝึกต่อไปนะ,མུ་མཐུད་སྦྱོངས།,Trénuj dál,Çalışmaya devam,مشق جاری رکھیں,Tiếp tục luyện tập,Dalia ati i ymarfer,Працягвай вучыцца,Qhubeka uzijwayeza,Fortsätt öva
game.encouragement.3,,20,"Encouragement on the result screen, band 4 of 10 (below average). One short line. LENGTH: English 14 characters, Dutch 16. Aim for 20 or fewer.",Not bad at all,Lang niet slecht,Glad nie sleg nie,Aspak keq,መጥፎ አይደለም,ليس سيئًا,Բոլորովին վատ չէ,একেবাৰে বেয়া নহয়,Heç də pis deyil,Ez dago batere gaizki,মন্দ নয়,မဆိုးပါဘူး,Nije uopće loše,Изобщо не е зле,Gens malament,很不错哦,Slet ikke dårligt,Gar nicht schlecht,Pole üldse paha,Ikki so galið,Ei hassumpaa,Pas mal du tout,Non está nada mal,სულაც არაა ცუდი,Καθόλου άσχημα,બિલકુલ ખરાબ નથી,לא רע בכלל,बिल्कुल बुरा नहीं,Egyáltalán nem rossz,Ní dona ar chor ar bith,Alls ekki slæmt,Lumayan juga,Niente male,なかなかいいね,ತುಂಬಾ ಕೆಟ್ಟಿಲ್ಲ,Жаман емес,មិនអន់ទេ,꽤 잘했어요,Uopće nije loše,ບໍ່ຮ້າຍເລີຍ,Nemaz nav slikti,Visai neblogai,Воопшто не е лошо,Boleh tahan,ഒട്ടും മോശമല്ല,अगदीच वाईट नाही,Муугүй шүү,नराम्रो छैन,Ikke verst,Зовсім непогано,ମୋଟେ ଖରାପ ନୁହେଁ,يامان ئەمەس,Yomon emas,اصلاً بد نبود,Całkiem nieźle,Nada mal,ਬਿਲਕੁਲ ਮਾੜਾ ਨਹੀਂ,Nu e rău deloc,Совсем неплохо,Uopšte nije loše,නරකම නැහැ,Vôbec nie zlé,Sploh ni slabo,Nada mal,Si vibaya hata kidogo,மோசமில்லை,అంత చెడ్డది కాదు,ไม่เลวเลย,དེ་ཙམ་ངན་པ་མ་རེད།,Vůbec ne špatné,Hiç fena değil,بالکل برا نہیں,Không tệ chút nào,Ddim yn ddrwg o gwbl,Зусім нядрэнна,Akukubi neze,Inte alls illa
game.encouragement.4,,15,"Encouragement on the result screen, band 5 of 10 (average). One short line. LENGTH: English 10 characters, Dutch 10. Aim for 15 or fewer.",Doing well,Goed bezig,Jy doen goed,Po ecën mirë,ጥሩ እየሠራህ ነው,أداء جيد,Լավ ես անում,ভাল কৰি আছা,Əla gedirsən,Oso ondo,ভালো করছ,ကောင်းကောင်းလုပ်နေတယ်,Dobro ti ide,Справяш се добре,Ho fas bé,做得不错,Godt på vej,Gut gemacht,Sul läheb hästi,Tað gongur væl,Hyvin menee,Tu te débrouilles bien,Vas moi ben,კარგად მიდიხარ,Τα πας καλά,ખૂબ સારું,כל הכבוד,बहुत अच्छा,Jól haladsz,Ag éirí go maith leat,Vel gert,Bagus sekali,Stai andando bene,いいかんじ,ಚೆನ್ನಾಗಿ ಮಾಡುತ್ತಿದ್ದೀಯ,Жақсы орындаудасың,ធ្វើបានល្អ,잘하고 있어요,Dobro ti ide,ເຮັດໄດ້ດີ,Tev labi sanāk,Puikiai sekasi,Одлично ти оди,Bagus,നന്നായി ചെയ്യുന്നു,छान चाललंय,Сайн байна,राम्रो गर्दैछौ,Bra jobbet,Добре виходить,ଭଲ କରୁଛ,ياخشى كېتىۋاتىسەن,Yaxshi ketyapti,آفرین، خوب پیش می‌روی,Dobrze ci idzie,Muito bem,ਵਧੀਆ ਕਰ ਰਹੇ ਹੋ,Te descurci bine,Отлично идёт,Dobro ti ide,හොඳට කරනවා,Darí sa ti,Dobro ti gre,Vas muy bien,Unafanya vizuri,நன்றாக செய்கிறாய்,బాగా చేస్తున్నావు,ทำได้ดี,ཡག་པོ་འགྲོ་གི་འདུག,Jde ti to,İyi gidiyorsun,بہت خوب,Làm tốt lắm,Da iawn,Добра ідзе,Wenza kahle,Bra jobbat
game.encouragement.5,,20,"Encouragement on the result screen, band 6 of 10 (above average). One short line. LENGTH: English 16 characters, Dutch 15. Aim for 20 or fewer.",Nice performance,Mooie prestatie,Mooi gedoen,Rezultat i bukur,ጥሩ ውጤት,أداء رائع,Հիանալի արդյունք,সুন্দৰ খেলিলা,Gözəl nəticə,Emaitza polita,দারুণ ফল,ကောင်းမွန်တဲ့ စွမ်းဆောင်မှု,Lijep rezultat,Чудесен резултат,Bona actuació,表现真棒,Flot klaret,Schöne Leistung,Hea tulemus,Flott avrik,Hieno suoritus,Belle performance,Boa actuación,კარგი შედეგია,Ωραία επίδοση,સરસ પ્રદર્શન,ביצוע יפה,शानदार प्रदर्शन,Szép teljesítmény,Sár-obair,Flott frammistaða,Permainan bagus,Bella prova,いいできだね,ಚೆನ್ನಾದ ಸಾಧನೆ,Керемет нәтиже,លទ្ធផលល្អ,멋진 실력이에요,Lijep rezultat,ຜົນງານດີ,Lielisks sniegums,Puikus rezultatas,Убав резултат,Prestasi bagus,മികച്ച പ്രകടനം,छान कामगिरी,Сайхан тоглолоо,राम्रो प्रदर्शन,Flott innsats,Чудовий результат,ସୁନ୍ଦର ପ୍ରଦର୍ଶନ,قالتىس نەتىجە,Zo‘r natija,عملکرد خوبی بود,Świetny wynik,Belo resultado,ਵਧੀਆ ਪ੍ਰਦਰਸ਼ਨ,Rezultat frumos,Хороший результат,Lep rezultat,ලස්සන දක්ෂතාවක්,Pekný výkon,Lep dosežek,Buena actuación,Umefanya vizuri,அருமையான ஆட்டம்,చక్కని ప్రదర్శన,ผลงานเยี่ยม,ཡག་པོ་བྱས་སོང་།,Pěkný výkon,Güzel başarı,اچھی کارکردگی,Thành tích đẹp,Perfformiad gwych,Выдатны вынік,Umsebenzi omuhle,Snyggt jobbat
game.encouragement.6,,15,"Encouragement on the result screen, band 7 of 10 (good). One short line. LENGTH: English 9 characters, Dutch 11. Aim for 15 or fewer.",Well done,Knap gedaan,Goed gedoen,Të lumtë,ጎበዝ,أحسنت,Ապրե՛ս,বঢ়িয়া,Afərin,Ongi egina,শাবাশ,တော်တယ်,Bravo,Браво,Molt bé,做得好,Godt klaret,Klasse gemacht,Hästi tehtud,Væl gjørt,Hienosti tehty,Bravo,Moi ben,ყოჩაღ,Μπράβο,શાબાશ,עבודה מצוינת,शाबाश,Ügyes voltál,Maith thú,Vel gert,Hebat,Ben fatto,よくできました,ಚೆನ್ನಾಗಿ ಮಾಡಿದೆ,Жарайсың,ធ្វើបានល្អណាស់,참 잘했어요,Bravo,ເກັ່ງຫຼາຍ,Labi padarīts,Šaunuolis,Браво,Syabas,വളരെ നന്നായി,शाब्बास,Мундаг,स्याबास,Godt gjort,Молодець,ବହୁତ ଭଲ,يارايسەن,Barakalla,آفرین,Brawo,Muito bem,ਸ਼ਾਬਾਸ਼,Bravo,Молодец,Bravo,හොඳට කළා,Výborne,Odlično,¡Bien hecho!,Hongera,சிறப்பாக செய்தாய்,బాగా చేశావు,เก่งมาก,ཧ་ཅང་ལེགས།,Výborně,Aferin,شاباش,Giỏi lắm,Da iawn ti,Малайчына,Wenze kahle,Toppen!
